Layout,Ghost Type,Number of Ghosts,Agent,Game,Moves,Score,Outcome,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=0,9,26,-127,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=0,10,97,1232,1,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=0,11,233,367,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=0,12,159,1170,1,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=0,13,136,-136,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=0,14,32,-513,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=0,15,134,-135,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=0,16,125,274,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=0,17,132,-333,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=0,18,64,135,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=0,19,72,677,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=0,20,102,-113,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,1,153,126,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,2,136,723,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,3,301,1218,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,4,210,1170,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,5,99,-30,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,6,105,424,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,7,75,134,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,8,141,548,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,9,113,306,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,10,227,762,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,11,108,341,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,12,178,611,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,13,157,1122,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,14,64,-235,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,15,334,2155,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,16,84,445,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,17,208,601,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,18,299,1000,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,19,296,2023,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,20,190,49,0,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,1,2,-502,0,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,2,1,-502,0,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,3,7,532,1,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,4,1,-502,0,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,5,1,-502,0,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,6,1,-502,0,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,7,2,-502,0,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,8,2,-502,0,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,9,1,-502,0,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,10,2,-502,0,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,11,1,-502,0,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,12,1,-502,0,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,13,2,-502,0,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,14,1,-502,0,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,15,1,-502,0,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,16,2,-502,0,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,17,1,-502,0,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,18,1,-502,0,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,19,7,532,1,,,,,,,,,,,,,,,,,,,,,,,
trappedClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,20,1,-502,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,1,193,1936,1,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,2,115,565,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,3,43,156,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,4,80,-221,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,5,152,247,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,6,161,108,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,7,95,1234,1,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,8,78,121,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,9,38,-439,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,10,51,-452,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,11,166,433,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,12,116,583,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,13,114,1415,1,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,14,99,500,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,15,35,-466,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,16,43,-54,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,17,73,1456,1,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,18,47,-448,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,19,147,162,0,,,,,,,,,,,,,,,,,,,,,,,
capsuleClassic,RandomGhost,4,MonteCarloAgent -a enableRandomPolicy=1,20,170,459,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,1,290,1579,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,2,175,2024,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,3,213,1296,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,4,118,251,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,5,328,1851,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,6,84,155,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,7,131,1538,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,8,229,1900,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,9,241,528,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,10,179,710,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,11,55,-156,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,12,360,2479,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,13,221,2128,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,14,271,1559,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,15,51,-132,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,16,259,1900,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,17,199,1770,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,18,171,1328,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,19,107,583,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,20,191,1608,0,,,,,,,,,,,,,,,,,,,,,,,
