Layout,Ghost Type,Number of Ghosts,Agent,Game,Moves,Score,Outcome,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=0,15,3,516,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=0,16,3,516,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=0,17,5,514,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=0,18,5,514,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=0,19,7,-508,0,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=0,20,3,516,1,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,1,576,533,0,,666.45,1143.2,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,2,343,2046,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,3,207,-128,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,4,780,809,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,5,293,1296,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,6,163,406,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,7,495,1974,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,8,402,567,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,9,648,1881,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,10,969,1990,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,11,1416,-77,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,12,1463,1306,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,13,535,1695,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,14,266,903,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,15,505,1674,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,16,299,1941,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,17,701,998,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,18,1162,1297,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,19,433,1066,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=0,20,1673,687,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,1,29,-280,0,,,321,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,2,138,261,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,3,210,1669,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,4,131,1228,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,5,45,34,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,6,67,592,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,7,25,-365,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,8,168,-179,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,9,133,1156,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,10,120,829,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,11,33,-164,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,12,14,-445,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,13,14,-445,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,14,188,1691,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,15,238,1201,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,16,21,-332,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,17,22,-403,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,18,21,-452,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,19,41,-402,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=0,20,133,1226,0,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,1,3,516,1,,,413.65,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,2,3,516,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,3,8,511,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,4,8,-498,0,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,5,5,514,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,6,3,516,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,7,3,516,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,8,3,516,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,9,3,-493,0,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,10,7,512,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,11,7,512,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,12,3,516,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,13,5,514,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,14,3,516,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,15,3,516,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,16,5,514,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,17,3,516,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,18,8,511,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,19,3,516,1,,,,,,,,,,,,,,,,,,,,,,,
minimaxClassic,RandomGhost,2,MonteCarloAgent -a enableRandomPolicy=1,20,3,516,1,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,1,490,1659,0,,733.45,1236.05,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,2,542,1077,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,3,1237,2152,1,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,4,84,235,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,5,591,538,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,6,974,2615,1,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,7,825,1054,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,8,775,2814,1,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,9,886,1443,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,10,506,1033,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,11,105,174,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,12,1672,427,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,13,210,1289,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,14,370,1369,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,15,781,1528,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,16,1302,2087,1,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,17,86,173,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,18,51,-112,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,19,978,1381,0,,,,,,,,,,,,,,,,,,,,,,,
originalClassic,RandomGhost,5,MonteCarloAgent -a enableRandomPolicy=1,20,2204,1785,1,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,1,114,585,0,,,1070.35,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,2,91,928,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,3,190,489,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,4,93,176,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,5,192,1297,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,6,245,1644,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,7,160,1629,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,8,116,463,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,9,191,1278,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,10,157,1333,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,11,96,684,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,12,205,1174,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,13,212,1517,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,14,96,1053,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,15,151,1308,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,16,119,920,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,17,127,682,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,18,119,1911,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,19,212,1148,0,,,,,,,,,,,,,,,,,,,,,,,
trickyClassic,DirectionalGhost,4,MonteCarloAgent -a enableRandomPolicy=1,20,231,1188,0,,,,,,,,,,,,,,,,,,,,,,,
